index,year,brand,superbowl_ads_dot_com_url,youtube_url,Genre,funny,show_product_quickly,patriotic,celebrity,danger,animals,use_sex,likes,dislikes,ratio,theme,theme_2,altruistic/consumerist
118,2014,Kia,https://superbowl-ads.com/2014-kia-the-truth/,https://www.youtube.com/watch?v=FTNMYoKHwvU,Automotive,no,no,no,yes,yes,no,no,822,5,0.99,informative,,consumerist
119,2014,Hynudai,https://superbowl-ads.com/2014-hyundai-elantra-nice/,https://www.youtube.com/watch?v=2jMWybAKjWw,Automotive,yes,yes,no,yes,yes,no,yes,33,2,0.94,informative,,consumerist
120,2013,Bud Light,https://superbowl-ads.com/video-bud-light-2013-super-bowl-xlvii-commercial-lucky-chair/,https://www.youtube.com/watch?v=7HMTkEMdqBQ,Beer,yes,yes,yes,yes,yes,yes,yes,,,,,,consumerist
121,2008,Bud Light,https://superbowl-ads.com/2008-bud-light-wheel-suck/,https://www.youtube.com/watch?v=WX8Du9pusdA,Beer,yes,yes,no,no,no,no,no,764,55,0.93,nostalgia,,consumerist
122,2003,Budweiser,https://superbowl-ads.com/2003-budweiser-great-listener/,https://www.youtube.com/watch?v=zx4SnN9HuRw,Beer,yes,yes,no,no,no,no,yes,18,3,0.86,,,consumerist
123,2013,Bud Light,https://superbowl-ads.com/video-bud-light-2013-super-bowl-xlvii-ad-journey/,https://www.youtube.com/watch?v=leptS7k6sLE,Beer,yes,yes,no,yes,no,no,yes,1,0,1,,,consumerist
124,2011,Doritos,https://superbowl-ads.com/2011-doritos-pug-attack/,https://www.youtube.com/watch?v=1A6frF5zfDE,Chips,yes,yes,no,no,yes,yes,no,871,11,0.99,,,consumerist
125,2005,Bud Light,https://superbowl-ads.com/2005-bud-light-skydiver/,https://www.youtube.com/watch?v=Y9wyIID8Khs,Beer,yes,no,no,no,no,no,no,,,,,,consumerist
126,2005,Budweiser,https://superbowl-ads.com/2005-budweiser-tryouts/,,Beer,yes,no,no,no,no,yes,no,,,,together,,consumerist
127,2014,Doritos,https://superbowl-ads.com/2014-doritos-time-machine/,https://www.youtube.com/watch?v=Y-P0Hs0ADJY,Chips,yes,yes,no,no,no,yes,no,21000,1600,0.93,,,consumerist
128,2008,Bud Light,https://superbowl-ads.com/2008-bud-light-wine-cheese-party/,https://www.youtube.com/watch?v=aEWtTVaIH0M,Beer,yes,no,no,no,no,no,no,417,59,0.88,together,,consumerist
129,2012,Pepsi,https://superbowl-ads.com/2012-pepsi-kings-court/,https://www.youtube.com/watch?v=3rZs8ZKTsp0,Soft Drink,yes,yes,no,yes,no,no,no,1500,139,0.92,,,consumerist
130,2012,Doritos,https://superbowl-ads.com/2012-doritos-mans-best-friend/,https://www.youtube.com/watch?v=kMmd0WaQFGE,Chips,yes,no,no,no,yes,yes,no,254,21,0.92,,,consumerist
131,2012,Toyota,https://superbowl-ads.com/2012-toyota-camry-its-reinvented/,https://www.youtube.com/watch?v=oYdJKey7VpU,Automotive,yes,yes,no,no,yes,yes,yes,1200,16,0.99,,,consumerist
132,2016,Doritos,https://superbowl-ads.com/doritos-2016-super-bowl-50-ad-ultrasound/,https://www.youtube.com/watch?v=Qh_gOK6xDNA,Chips,yes,yes,no,no,no,no,no,10000,314,0.97,family,,consumerist
133,2002,Bud Light,https://superbowl-ads.com/2002-bud-light-falcon/,https://www.youtube.com/watch?v=ZBD4dYTpYAU,Beer,yes,yes,no,no,yes,yes,yes,21,2,0.91,family,,consumerist
134,2002,Bud Light,https://superbowl-ads.com/2002-bud-light-robobash/,https://www.youtube.com/watch?v=oJvsWvaTr4w,Beer,yes,no,no,no,yes,no,no,215,6,0.97,,,consumerist
135,2013,E-Trade,https://superbowl-ads.com/video-etrade-baby-2013-super-bowl-xlvii-commercial-save-it/,https://www.youtube.com/watch?v=F0nhq4GO90s,Trading,yes,yes,no,no,no,yes,no,1,0,1,family,,consumerist
136,2008,Bud Light,https://superbowl-ads.com/2008-bud-light-breathe-fire/,https://www.youtube.com/watch?v=AhqPl1IKVo4,Beer,yes,yes,no,no,yes,yes,no,27,4,0.87,family,,consumerist
137,2012,Coca-Cola,https://superbowl-ads.com/2012-coca-cola-arghh-ny-bear/,https://www.youtube.com/watch?v=jhvAXT9R_3U,Soft Drink,no,yes,no,no,no,yes,no,123,5,0.96,,,consumerist
138,2004,Pepsi,https://superbowl-ads.com/2004-pepsi-jimi-hendrix/,https://www.youtube.com/watch?v=NOOmu1Rz17Y,Soft Drink,yes,yes,no,no,no,no,no,337,12,0.97,,,consumerist
139,2010,Doritos,https://superbowl-ads.com/hd-exclusive-dog-shock-collar-doritos-commercial-super-bowl-44-2010-super-bowl-xliv/,https://www.youtube.com/watch?v=UBaZDWIs3fs,Chips,yes,yes,no,no,yes,yes,no,284,19,0.94,,,consumerist
140,2012,Kia,https://superbowl-ads.com/2012-kia-optima-drive-the-dream-extended-version/,https://www.youtube.com/watch?v=9RI6OGXq11Y,Automotive,yes,no,no,yes,no,no,yes,616,14,0.98,,,consumerist
141,2012,NFL,https://superbowl-ads.com/2012-nfl-timeline/,https://www.youtube.com/watch?v=CPr4-P19NtE,Football,no,yes,no,yes,no,no,no,2100,44,0.98,,inspirational,consumerist
142,2005,Bud Light,https://superbowl-ads.com/2005-bud-light-sharon/,,Beer,yes,yes,no,no,no,no,yes,,,,,,consumerist
143,2010,Hynudai,https://superbowl-ads.com/hd-exclusive-2010-super-bowl-xliv-commercial-with-brett-favre-hyundai-commercial/,https://www.youtube.com/watch?v=KqAWv2wCW8I,Automotive,no,no,no,yes,no,no,no,308,12,0.96,,,consumerist
144,2004,Bud Light,https://superbowl-ads.com/2004-bud-light-paintball/,https://www.youtube.com/watch?v=qbS0gF3YdBg,Beer,yes,yes,no,no,yes,no,no,10,0,1,,,consumerist
145,2008,Bud Light,https://superbowl-ads.com/2008-bud-light-x-ray-vision/,https://www.youtube.com/watch?v=cOEMI8HRhlA,Beer,yes,yes,no,no,no,no,yes,170,11,0.94,,,consumerist
146,2016,Toyota,https://superbowl-ads.com/pokemon-2016-super-bowl-50-ad-20-years-2/,https://www.youtube.com/watch?v=KLkQ9c9-QFI,Automotive,yes,no,no,no,yes,no,no,,,,informative,,consumerist
147,2006,Bud Light,https://superbowl-ads.com/2006-bud-light-magic-fridge/,https://www.youtube.com/watch?v=67dRRrRz2t8,Beer,yes,yes,no,no,no,no,no,436,17,0.96,,,consumerist
148,2007,Coca-Cola,https://superbowl-ads.com/2007-coca-cola-happiness-factory/,https://www.youtube.com/watch?v=NwZpO6saPxI,Soft Drink,no,yes,no,no,no,yes,no,30,4,0.88,fantasy,,consumerist
149,2007,Budweiser,https://superbowl-ads.com/2007-budweiser-dalmatian/,https://www.youtube.com/watch?v=esOPYOeotTU,Beer,no,no,no,no,yes,yes,no,58,3,0.95,,,consumerist
150,2013,Doritos,https://superbowl-ads.com/video-doritos-2013-super-bowl-xlvii-ad-fashionista-daddy/,https://www.youtube.com/watch?v=w_2k5LMeduc,Chips,yes,yes,no,no,no,no,no,2700,369,0.88,family,,consumerist
151,2010,Bud Light,https://superbowl-ads.com/hd-exclusive-bud-light-auto-tune-t-pain-2010-superbowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=bDhjcP02GQg,Beer,yes,yes,no,yes,no,no,no,123,7,0.95,together,,consumerist
152,2009,Doritos,https://superbowl-ads.com/2009-doritos-power-of-the-crunch/,https://www.youtube.com/watch?v=7DZao4kN73M,Chips,yes,yes,no,no,yes,yes,yes,1900,223,0.9,,,consumerist
153,2009,Coca-Cola,https://superbowl-ads.com/2009-coke-zero-mean-troy/,https://www.youtube.com/watch?v=XKFUcEkIbEg,Soft Drink,yes,yes,no,yes,yes,no,no,102,8,0.93,,,consumerist
154,2009,Pepsi,https://superbowl-ads.com/2009-pepsi-anthem/,https://www.youtube.com/watch?v=WIzKwJmYLNs,Soft Drink,no,no,yes,yes,yes,no,no,11,0,1,nostalgia,,consumerist
155,2001,E-Trade,https://superbowl-ads.com/2001-etrade-dot-com-ghost-town/,https://www.youtube.com/watch?v=ONZFkqzuMjI,Trading,no,no,no,no,yes,yes,no,240,9,0.96,,,consumerist
156,2018,Bud Light,https://superbowl-ads.com/bud-light-ye-olde-pep-talk/,https://www.youtube.com/watch?v=xza7T89Lda4,Beer,yes,yes,no,no,yes,yes,no,,,,,,consumerist
157,2015,Doritos,https://superbowl-ads.com/2015-doritos-cheesy-pirates/,,Chips,yes,no,no,no,yes,no,yes,,,,,,consumerist
158,2010,Kia,https://superbowl-ads.com/hd-exclusive-kias-big-game-commercial-2010-super-bowl-44-xliv-ad/,https://www.youtube.com/watch?v=7q2yVq6fDEg,Automotive,yes,yes,no,no,no,yes,yes,104,6,0.95,informative,,consumerist
159,2008,Doritos,https://superbowl-ads.com/2008-doritos-mouse-trap/,https://www.youtube.com/watch?v=h8qgk5tXuUA,Chips,yes,yes,no,no,yes,no,no,1200,38,0.97,,,consumerist
160,2012,Coca-Cola,https://superbowl-ads.com/2012-coca-cola-superstition/,https://www.youtube.com/watch?v=x1nttVdja9s,Soft Drink,no,yes,no,no,no,yes,no,78,19,0.8,,,consumerist
161,2011,Hynudai,https://superbowl-ads.com/2011-hyundai-super-bowl-commercial-deprogramming-video/,https://www.youtube.com/watch?v=32d5c_IW2Xc,Automotive,no,no,no,no,no,yes,no,1,0,1,surreal,,consumerist
162,2008,Coca-Cola,https://superbowl-ads.com/2008-coca-cola-political-parties/,https://www.youtube.com/watch?v=2_LWZe2BGaE,Soft Drink,yes,yes,yes,yes,no,no,no,39,3,0.93,politics,,consumerist
163,2000,Bud Light,https://superbowl-ads.com/2000-bud-light-she-has-a-cat/,,Beer,yes,no,no,no,yes,yes,yes,,,,,,consumerist
164,2019,Kia,https://superbowl-ads.com/2020-kia-telluride-give-it-everything/,https://www.youtube.com/watch?v=sS8dkRhDirY,Automotive,no,no,yes,no,no,yes,no,,,,inspirational,,consumerist
165,2002,Bud Light,https://superbowl-ads.com/2002-bud-light-satin-sheets/,https://www.youtube.com/watch?v=-LwSb4cCAnw,Beer,yes,no,no,no,yes,no,yes,366,18,0.95,,,consumerist
166,2013,Kia,https://superbowl-ads.com/video-2013-kia-super-bowl-xlvii-commercial-space-babies/,https://www.youtube.com/watch?v=k5vbGQb7jR0,Automotive,yes,no,no,no,no,yes,yes,49,4,0.92,family,,consumerist
167,2008,Pepsi,https://superbowl-ads.com/2008-pepsi-every-sip-with-justin-timberlake/,https://www.youtube.com/watch?v=AKKM8sP24BE,Soft Drink,yes,no,no,yes,yes,no,yes,634,16,0.98,,,consumerist
168,2019,Bud Light,https://superbowl-ads.com/2019-bud-light-special-delivery/,https://www.youtube.com/watch?v=eIlX0Gg0GRI,Beer,yes,yes,no,no,yes,no,no,,,,,,consumerist
169,2011,Hynudai,https://superbowl-ads.com/2011-hyundai-super-bowl-commercial-anachronistic-city-video/,https://www.youtube.com/watch?v=-BVMOKtawUk,Automotive,yes,no,no,no,no,no,no,,,,nostalgia,,consumerist
170,2008,Bud Light,https://superbowl-ads.com/2008-bud-light-language-of-love/,https://www.youtube.com/watch?v=Ao0x4zsb724,Beer,yes,yes,yes,yes,no,no,yes,598,181,0.77,,,consumerist
171,2008,Bud Light,https://superbowl-ads.com/2008-bud-light-jackie-moon-will-ferrell/,https://www.youtube.com/watch?v=ecqiZn2DDFQ,Beer,yes,yes,no,yes,no,no,yes,1300,123,0.91,,,consumerist
172,2010,E-Trade,https://superbowl-ads.com/hd-exclusive-e-trade-baby-girlfriend-2010-superbowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=tbLTl7egwlU,Trading,yes,yes,no,no,no,no,yes,1200,59,0.95,baby,,consumerist
173,2013,Budweiser,https://superbowl-ads.com/video-budweiser-black-crown-2013-super-bowl-xlvii-ad-celebration/,https://www.youtube.com/watch?v=2WNvlXoDs7w,Beer,yes,yes,no,no,no,no,yes,1,0,1,,,consumerist
174,2001,Pepsi,https://superbowl-ads.com/2001-pepsi-roller-coaster/,https://www.youtube.com/watch?v=MwfL-DkL1Vg,Soft Drink,yes,yes,no,no,no,no,yes,111,5,0.96,,,consumerist
175,2018,Coca-Cola,https://superbowl-ads.com/diet-coke-twisted-mango-groove/,https://www.youtube.com/watch?v=nkGd47iB-wU,Soft Drink,no,yes,no,no,no,no,yes,5,2,0.71,comedic,,consumerist
176,2003,Bud Light,https://superbowl-ads.com/2003-bud-light-upside-down-clown/,https://www.youtube.com/watch?v=DTvxyDwP2CA,Beer,yes,yes,no,no,no,no,no,244,11,0.96,,,consumerist
177,2011,Pepsi,https://superbowl-ads.com/2011-pepsi-max-love-hurts/,https://www.youtube.com/watch?v=r4eyQBvcBUA,Soft Drink,yes,yes,no,no,yes,no,yes,679,196,0.78,family,,consumerist
178,2018,E-Trade,https://superbowl-ads.com/etrade-commercial-this-is-getting-old/,https://www.youtube.com/watch?v=Qx5-AZlfjp4,Trading,yes,no,yes,no,no,no,yes,188,12,0.94,,,consumerist
179,2016,Budweiser,https://superbowl-ads.com/budweiser-2016-super-bowl-50-ad-not-backing/,https://www.youtube.com/watch?v=to4dhysGYD0,Beer,no,yes,yes,no,no,yes,no,,,,inspirational,,consumerist
180,2008,Coca-Cola,https://superbowl-ads.com/2008-coca-cola-its-mine/,https://www.youtube.com/watch?v=-ACk9mRky5k,Soft Drink,yes,yes,no,yes,yes,yes,no,288,9,0.97,,,consumerist
181,2013,Kia,https://superbowl-ads.com/video-kia-forte-2013-super-bowl-xlvii-commercial-hot-bots/,https://www.youtube.com/watch?v=yhPBzlB6VJI,Automotive,yes,yes,no,no,yes,no,yes,227,19,0.92,,,consumerist
182,2014,Coca-Cola,https://superbowl-ads.com/2014-coca-cola-its-beautiful/,https://www.youtube.com/watch?v=D4BC8zUfNhU,Soft Drink,no,yes,yes,no,no,yes,no,454,91,0.83,together,,consumerist
183,2012,Budweiser,https://superbowl-ads.com/2012-budweiser-return-of-the-king/,https://www.youtube.com/watch?v=TieDNumMwOc,Beer,no,yes,yes,no,no,yes,no,,,,inspirational,,consumerist
184,2004,Bud Light,https://superbowl-ads.com/2004-bud-light-fergus/,https://www.youtube.com/watch?v=j7QA9oHpduk,Beer,yes,yes,no,no,yes,yes,no,46,3,0.94,,,consumerist
185,2007,Bud Light,https://superbowl-ads.com/2007-bud-light-class-with-carlos-mencia/,https://www.youtube.com/watch?v=670X2MCWzK0,Beer,yes,yes,no,yes,no,no,no,1300,135,0.91,,,consumerist
186,2007,Budweiser,https://superbowl-ads.com/2007-budweiser-don-shula-vs-jayz/,https://www.youtube.com/watch?v=YnGpb8lbPOI,Beer,no,no,no,yes,no,no,no,,,,,,consumerist
187,2019,Kia,https://superbowl-ads.com/2019-kia-the-great-unknowns-what-if/,https://www.youtube.com/watch?v=nONhop0Kq-E,Automotive,no,no,yes,no,no,no,no,2,2,0.5,inspirational,,consumerist
188,2002,Budweiser,https://superbowl-ads.com/2002-budweiser-tushy/,,Beer,yes,yes,no,no,no,no,yes,,,,,,consumerist
189,2010,E-Trade,https://superbowl-ads.com/hd-exclusive-e-trade-baby-first-class-2010-super-bowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=tVrE5-eiSNA,Trading,yes,no,no,no,no,no,no,35,3,0.92,family,,consumerist
190,2003,Bud Light,https://superbowl-ads.com/2003-bud-light-mother-in-law/,https://www.youtube.com/watch?v=RuIXFuwLb2s,Beer,yes,yes,no,no,no,no,no,340,18,0.95,family,,consumerist
191,2018,Toyota,https://superbowl-ads.com/toyota-2018-big-game-ad-one-team/,https://www.youtube.com/watch?v=QwF3ipuNyfc,Automotive,yes,yes,yes,no,no,no,no,,,,together,,consumerist
192,2003,Budweiser,https://superbowl-ads.com/2003-budweiser-instant-replay/,https://www.youtube.com/watch?v=hM79LTkT7ek,Beer,yes,yes,no,no,no,yes,no,14,2,0.88,,,consumerist
193,2013,Budweiser,https://superbowl-ads.com/video-budweiser-2013-super-bowl-xlvii-ad-the-clydesdales-brotherhood/,https://www.youtube.com/watch?v=eJucRz8kYo0,Beer,no,yes,no,no,no,yes,no,3700,125,0.97,inspirational,,consumerist
194,2010,Budweiser,https://superbowl-ads.com/hd-exclusive-budweiser-body-bridge-2010-super-bowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=IQHlA9qKJv4,Beer,yes,yes,yes,no,no,yes,no,1,0,1,together,,consumerist
195,2003,Bud Light,https://superbowl-ads.com/2003-bud-light-no-pets-allowed/,https://www.youtube.com/watch?v=BKexURCYxtk,Beer,yes,yes,no,no,no,yes,no,76,4,0.95,,,consumerist
196,2002,E-Trade,https://superbowl-ads.com/2002-etrade-monkey-musical/,https://www.youtube.com/watch?v=SK1i1iyE7RA,Trading,yes,yes,no,no,no,yes,yes,14,0,1,,,consumerist
197,2006,Budweiser,https://superbowl-ads.com/2006-budweiser-on-the-roof/,https://www.youtube.com/watch?v=q05QIp5qbnY,Beer,yes,yes,no,no,yes,no,no,168,16,0.91,,,consumerist
198,2012,Coca-Cola,https://superbowl-ads.com/2012-coca-cola-catch-ne-bear/,https://www.youtube.com/watch?v=S2nBBMbjS8w,Soft Drink,no,yes,no,no,yes,yes,no,107000,47000,0.69,,,consumerist
199,2019,Bud Light,https://superbowl-ads.com/2019-bud-light-trojan-horse-occupants/,https://www.youtube.com/watch?v=nScg3KmA_6k,Beer,yes,yes,no,no,no,no,no,3,0,1,,,consumerist
200,2007,Toyota,https://superbowl-ads.com/2007-toyota-tundra-see-saw/,https://www.youtube.com/watch?v=D81uh6I-2Q4,Automotive,no,yes,no,no,no,no,no,222,63,0.78,informative,,consumerist
201,2014,Hynudai,https://superbowl-ads.com/2014-hyundai-genesis-dads-sixth-sense/,https://www.youtube.com/watch?v=CyK63f0I1P0,Automotive,yes,no,no,no,yes,no,yes,244,8,0.97,informative,family,consumerist
202,2006,Pepsi,https://superbowl-ads.com/2006-diet-pepsi-jackie-chan/,https://www.youtube.com/watch?v=sx0i7WgBOvs,Soft Drink,yes,yes,no,yes,yes,no,no,80,8,0.91,,,consumerist
203,2006,Pepsi,https://superbowl-ads.com/2006-diet-pepsi-brown-and-bubbly/,https://www.youtube.com/watch?v=d8f-PiELHls,Soft Drink,yes,yes,no,yes,no,no,yes,51,0,1,,,consumerist
204,2015,Pepsi,https://superbowl-ads.com/pepsi-2015-super-bowl-xlix-ad-halftime-touches-down/,https://www.youtube.com/watch?v=IUU_ygKs3jA,Soft Drink,no,yes,no,no,no,yes,no,3,0,1,,,consumerist
205,2012,Bud Light,https://superbowl-ads.com/2012-bud-light-platinum-factory/,https://www.youtube.com/watch?v=3LPLXuHlOCI,Beer,no,yes,no,no,no,no,no,64,8,0.89,,,consumerist
206,2009,Doritos,https://superbowl-ads.com/2009-doritos-crystal-ball/,https://www.youtube.com/watch?v=Fdz0Q0GiEcc,Chips,yes,yes,no,no,yes,no,no,87,11,0.89,,,consumerist
207,2006,Budweiser,https://superbowl-ads.com/2006-budweiser-streaker/,https://www.youtube.com/watch?v=Zb3fhsfs6ZU,Beer,yes,no,no,no,no,yes,yes,2400,86,0.97,,,consumerist
208,2014,Bud Light,https://superbowl-ads.com/2014-bud-light-cool-twist/,https://www.youtube.com/watch?v=_l1nWWiut0I,Beer,no,yes,no,no,no,no,no,37,3,0.93,informative,,consumerist
209,2005,Pepsi,https://superbowl-ads.com/2005-diet-pepsi-pdiddy/,https://www.youtube.com/watch?v=eXfNnSOOoVc,Soft Drink,yes,yes,no,yes,no,no,yes,99,6,0.94,,,consumerist
210,2005,Bud Light,https://superbowl-ads.com/2005-bud-light-cedric-stranded/,https://www.youtube.com/watch?v=Q5Hu_FBUIsk,Beer,yes,yes,no,yes,no,yes,yes,9,0,1,,,consumerist
211,2007,Bud Light,https://superbowl-ads.com/2007-bud-light-apes-plan/,https://www.youtube.com/watch?v=osn2rzClKh0,Beer,yes,yes,no,no,no,yes,no,,,,,,consumerist
212,2005,Pepsi,https://superbowl-ads.com/2005-diet-pepsi-hot-guy/,https://www.youtube.com/watch?v=bHY2miRSwh4,Soft Drink,yes,no,no,yes,no,no,yes,3,0,1,,,consumerist
213,2015,Budweiser,https://superbowl-ads.com/2015-budweiser-lost-dog/,https://www.youtube.com/watch?v=otCxSnu_HXA,Beer,no,yes,yes,no,yes,yes,no,2400,42,0.98,inspirational,,consumerist
214,2019,Bud Light,https://superbowl-ads.com/2019-bud-light-game-of-thrones-joust/,https://www.youtube.com/watch?v=8fhOItB0zUM,Beer,yes,yes,no,no,yes,yes,no,94000,13000,0.88,,,consumerist
215,2004,Bud Light,https://superbowl-ads.com/2004-bud-light-cedric-gets-massage/,https://www.youtube.com/watch?v=gWqR28uRxXw,Beer,yes,yes,no,yes,no,no,yes,47,2,0.96,,,consumerist
216,2003,Budweiser,https://superbowl-ads.com/2003-budweiser-roommate/,https://www.youtube.com/watch?v=R67qcUIbFhs,Beer,yes,no,no,no,no,no,yes,10,0,1,,,consumerist
217,2009,E-Trade,https://superbowl-ads.com/2009-etrade-talking-baby/,https://www.youtube.com/watch?v=PlqWRADszb0,Trading,yes,yes,no,no,no,no,no,935,28,0.97,family,,consumerist
218,2013,Pepsi,https://superbowl-ads.com/video-2013-pepsi-next-super-bowl-xlvii-commercial-party/,https://www.youtube.com/watch?v=WAySopBmbtI,Soft Drink,yes,no,no,no,no,no,yes,2,0,1,family,,consumerist
219,2004,Budweiser,https://superbowl-ads.com/2004-budweiser-lipstick/,https://www.youtube.com/watch?v=zM4rU4jit5k,Beer,yes,no,no,yes,no,yes,yes,514,9,0.98,inspirational,,consumerist
220,2009,Hynudai,https://superbowl-ads.com/2009-hyundai-assurance-contract/,https://www.youtube.com/watch?v=lzQ2NeqjYS0,Automotive,no,yes,no,no,no,no,no,7,0,1,informative,,consumerist
221,2014,Budweiser,https://superbowl-ads.com/2014-budweiser-puppy-love/,https://www.youtube.com/watch?v=gUGGepL5gGU,Beer,no,no,yes,no,no,yes,no,236,39,0.86,inspirational,,consumerist
222,2003,Pepsi,https://superbowl-ads.com/2003-pepsi-twist-osbornes/,https://www.youtube.com/watch?v=dnHEqQGl0yA,Soft Drink,yes,yes,no,yes,no,no,no,,,,,,consumerist
223,2015,Coca-Cola,https://superbowl-ads.com/2015-coca-cola-make-it-happy/,https://www.youtube.com/watch?v=1AeG8tCzTGw,Soft Drink,no,no,no,no,no,no,no,486,24,0.95,,,consumerist
224,2003,NFL,https://superbowl-ads.com/2003-nfl-crazy-with-don-cheadle/,https://www.youtube.com/watch?v=Bs0Iwwl-5Lk,Football,no,no,no,yes,no,no,no,44,2,0.96,,,consumerist
225,2012,Doritos,https://superbowl-ads.com/2012-doritos-sling-baby/,https://www.youtube.com/watch?v=6SWNLDdnz0A,Chips,yes,yes,no,no,no,no,no,315000,100000,0.76,family,,consumerist
226,2002,Pepsi,https://superbowl-ads.com/2002-pepsi-generations-with-britney-spears/,https://www.youtube.com/watch?v=TG4giyL-4Sk,Soft Drink,no,yes,no,yes,no,no,yes,8500,105,0.99,nostalgia,together,consumerist
227,2002,Bud Light,https://superbowl-ads.com/2002-bud-light-cedric-advice/,https://www.youtube.com/watch?v=OfLLLgZI,Beer,yes,yes,no,yes,yes,no,yes,29,0,1,together,,consumerist
228,2000,Budweiser,https://superbowl-ads.com/2000-budweiser-whaasup/,https://www.youtube.com/watch?v=JJmqCKtJnxM,Beer,yes,yes,no,no,no,no,no,38000,730,0.98,together,,consumerist
229,2001,Bud Light,https://superbowl-ads.com/2001-bud-light-cedric-the-entertainer/,https://www.youtube.com/watch?v=h-HHbtwX5vY,Beer,yes,no,no,yes,no,no,yes,3,0,1,,,consumerist
230,2013,Hynudai,https://superbowl-ads.com/video-2013-hyundai-genesis-super-bowl-xlvii-commercial/,https://www.youtube.com/watch?v=mOatp4Xi7IU,Automotive,no,yes,no,no,no,no,no,8,0,1,,,consumerist
231,2015,Toyota,https://superbowl-ads.com/toyota-camry-2015-super-bowl-xlix-ad-my-bold-dad/,https://www.youtube.com/watch?v=9u4--TxE2gI,Automotive,no,yes,yes,no,no,no,no,314,8,0.98,,,consumerist
232,2000,Budweiser,https://superbowl-ads.com/2000-budweiser-rex/,https://www.youtube.com/watch?v=GgXsLHifz9k,Beer,yes,no,no,no,yes,yes,no,167,7,0.96,b6yhb6yh,,consumerist
233,2001,Doritos,https://superbowl-ads.com/2001-doritos-ali-landry/,https://www.youtube.com/watch?v=xbrvsJZSxok,Chips,yes,yes,no,yes,no,no,yes,15,0,1,,,consumerist
234,2016,Doritos,https://superbowl-ads.com/doritos-2016-super-bowl-50-ad-doritos-dogs/,https://www.youtube.com/watch?v=MNRAdrB9TSs,Chips,yes,yes,no,no,no,yes,no,3900,182,0.96,b6yhb6yh,,consumerist
235,2008,Bud Light,https://superbowl-ads.com/2008-bud-light-ability-to-fly/,https://www.youtube.com/watch?v=-axbiEJiRGw,Beer,yes,yes,no,no,no,no,no,13,2,0.87,,,consumerist
236,2007,Doritos,https://superbowl-ads.com/2007-doritos-check-out-girl/,https://www.youtube.com/watch?v=nIcFZzdXSrU,Chips,yes,yes,no,no,no,no,yes,278,78,0.78,b6yhb6yhb6yh,,consumerist
237,2001,NFL,https://superbowl-ads.com/2001-nfl-perfect-day/,,Football,no,no,no,yes,no,no,no,,,,,,consumerist
238,2001,Pepsi,https://superbowl-ads.com/2001-pepsi-bob-dole/,https://www.youtube.com/watch?v=6h7wifUL8mk,Soft Drink,yes,no,yes,yes,no,yes,yes,15,2,0.88,,,consumerist
239,2014,NFL,https://superbowl-ads.com/nfl-now/,,Football,no,yes,no,no,no,no,no,,,,,,consumerist
240,2012,Budweiser,https://superbowl-ads.com/2012-budweiser-eternal-optimism/,https://www.youtube.com/watch?v=_GeiOdHsW_8,Beer,no,yes,yes,no,no,yes,yes,598,101,0.86,,,consumerist
241,2001,Pepsi,https://superbowl-ads.com/2001-pepsi-kasparov-vs-pepsi-machine/,https://www.youtube.com/watch?v=pldGc0Cpf84,Soft Drink,yes,no,no,yes,yes,no,no,21,0,1,,,consumerist
242,2001,E-Trade,https://superbowl-ads.com/2001-etrade-security-guard/,https://www.youtube.com/watch?v=39BL7iqe6pQ,Trading,yes,no,no,no,yes,no,no,14,5,0.74,,,consumerist
243,2001,Budweiser,https://superbowl-ads.com/2001-budweiser-nsync/,https://www.youtube.com/watch?v=H9YdunAo3Ug,Beer,no,no,no,yes,no,no,no,360,5,0.99,,,altruistic
